SpeciesNum,SampleID,Beta,Gamma,CollapseTP,RecoveryTP,RelativeHysteresis
1,88,NA,NA,0.196953908,0.07503006,33.86773547
1,89,NA,NA,0.113987976,0.043286573,19.63927856
1,90,NA,NA,0.216432866,0.082244489,37.2745491
1,91,NA,NA,0.108216433,0.041122244,18.63727455
1,92,NA,NA,0.090180361,0.034629259,15.43086172
1,93,NA,NA,0.113987976,0.043286573,19.63927856
1,94,NA,NA,0.086573146,0.033186373,14.82965932
1,95,NA,NA,0.072144289,0.02741483,12.4248497
1,96,NA,NA,0.103166333,0.039679359,17.63527054
1,97,NA,NA,0.13490982,0.051943888,23.04609218
1,98,NA,NA,0.072144289,0.02741483,12.4248497
1,99,NA,NA,0.126973948,0.048336673,21.84368737
1,100,NA,NA,0.216432866,0.082244489,37.2745491
2,1,0.3,0.8,0.180360721,0.050501002,36.07214429
2,2,0.3,0.8,0.111823647,0.028136273,23.24649299
2,3,0.3,0.8,0.253947896,0.051222445,56.31262525
2,4,0.3,0.8,0.275591182,0.055551102,61.12224449
2,5,0.3,0.8,0.215711423,0.063486974,42.28456914
2,6,0.3,0.8,0.11759519,0.031022044,24.04809619
2,7,0.3,0.8,0.146452906,0.039679359,29.65931864
2,8,0.3,0.8,0.179639279,0.051222445,35.67134269
2,9,0.3,0.8,0.140681363,0.031022044,30.46092184
2,10,0.3,0.8,0.124809619,0.028136273,26.85370741
2,11,0.3,0.8,0.180360721,0.050501002,36.07214429
2,12,0.3,0.8,0.200561122,0.053386774,40.88176353
2,13,0.3,0.8,0.196953908,0.054829659,39.47895792
2,14,0.3,0.8,0.122645291,0.03246493,25.0501002
2,15,0.3,0.8,0.168096192,0.033186373,37.4749499
2,16,0.3,0.8,0.258997996,0.054108216,56.91382766
2,17,0.3,0.8,0.168817635,0.036793587,36.67334669
2,18,0.3,0.8,0.166653307,0.046893788,33.26653307
2,19,0.3,0.8,0.140681363,0.029579158,30.86172345
2,20,0.3,0.8,0.129138277,0.034629259,26.25250501
2,21,0.3,0.8,0.122645291,0.03246493,25.0501002
2,22,0.3,0.8,0.20488978,0.041122244,45.49098196
2,23,0.3,0.8,0.15511022,0.04256513,31.26252505
2,24,0.3,0.8,0.253947896,0.051222445,56.31262525
2,25,0.3,0.8,0.153667335,0.034629259,33.06613226
2,26,0.3,0.8,0,0.06492986,-18.03607214
2,27,0.3,0.8,0.181803607,0.036072144,40.48096192
2,28,0.3,0.8,0.134188377,0.03246493,28.25651303
2,29,0.3,0.8,0.170260521,0.045450902,34.66933868
2,30,0.3,0.8,0.180360721,0.051222445,35.87174349
2,31,0.3,0.8,0.119759519,0.025250501,26.25250501
2,32,0.3,0.8,0.18757515,0.039679359,41.08216433
2,33,0.3,0.8,0.196232465,0.056272545,38.87775551
2,34,0.3,0.8,0.133466934,0.034629259,27.45490982
2,35,0.3,0.8,0.171703407,0.034629259,38.0761523
2,36,0.3,0.8,0.136352705,0.036793587,27.65531062
2,37,0.3,0.8,0.259719439,0.058436874,55.91182365
2,38,0.3,0.8,0.113266533,0.023086172,25.0501002
2,39,0.3,0.8,0.160160321,0.033186373,35.27054108
2,40,0.3,0.8,0.211382766,0.045450902,46.09218437
2,41,0.3,0.8,0.280641283,0.059158317,61.52304609
2,42,0.3,0.8,0.160160321,0.033186373,35.27054108
2,43,0.3,0.8,0.146452906,0.039679359,29.65931864
2,44,0.3,0.8,0.198396794,0.045450902,42.48496994
2,45,0.3,0.8,0.139238477,0.028857715,30.66132265
2,46,0.3,0.8,0.146452906,0.039679359,29.65931864
2,47,0.3,0.8,0.129138277,0.031022044,27.25450902
2,48,0.3,0.8,0.109659319,0.021643287,24.4488978
2,49,0.3,0.8,0.11254509,0.025250501,24.24849699
2,50,0.3,0.8,0.110380762,0.022364729,24.4488978
2,51,0.3,0.8,0.150781563,0.030300601,33.46693387
2,52,0.3,0.8,0.147174349,0.038957916,30.06012024
2,53,0.3,0.8,0,0.06492986,-18.03607214
2,54,0.3,0.8,0.146452906,0.039679359,29.65931864
2,55,0.3,0.8,0.196232465,0.056993988,38.67735471
2,56,0.3,0.8,0.115430862,0.029579158,23.84769539
2,57,0.3,0.8,0.124809619,0.03246493,25.65130261
2,58,0.3,0.8,0.136352705,0.036793587,27.65531062
2,59,0.3,0.8,0.319599198,0.063486974,71.14228457
2,60,0.3,0.8,0.15511022,0.043286573,31.06212425
2,61,0.3,0.8,0.196232465,0.056272545,38.87775551
2,62,0.3,0.8,0,0.064208417,-17.83567134
2,63,0.3,0.8,0.168817635,0.038957916,36.07214429
2,64,0.3,0.8,0.199839679,0.039679359,44.48897796
2,65,0.3,0.8,0.180360721,0.051222445,35.87174349
2,66,0.3,0.8,0.217875752,0.05987976,43.88777555
2,67,0.3,0.8,0.13995992,0.036793587,28.65731463
2,68,0.3,0.8,0.179639279,0.051222445,35.67134269
2,69,0.3,0.8,0.126973948,0.025250501,28.25651303
2,70,0.3,0.8,0.18757515,0.039679359,41.08216433
2,71,0.3,0.8,0.196232465,0.056272545,38.87775551
2,72,0.3,0.8,0.129859719,0.028136273,28.25651303
2,73,0.3,0.8,0.146452906,0.031022044,32.06412826
2,74,0.3,0.8,0.168096192,0.045450902,34.06813627
2,75,0.3,0.8,0.157274549,0.041843687,32.06412826
2,76,0.3,0.8,0.154388778,0.043286573,30.86172345
2,77,0.3,0.8,0.143567134,0.028857715,31.86372745
2,78,0.3,0.8,0.138517034,0.02741483,30.86172345
2,79,0.3,0.8,0.121923848,0.024529058,27.05410822
2,80,0.3,0.8,0.198396794,0.04256513,43.28657315
2,81,0.3,0.8,0.152224449,0.031743487,33.46693387
2,82,0.3,0.8,0.152224449,0.031743487,33.46693387
2,83,0.3,0.8,0.152945892,0.036793587,32.26452906
2,84,0.3,0.8,0.17747495,0.03751503,38.87775551
2,85,0.3,0.8,0.180360721,0.050501002,36.07214429
2,86,0.3,0.8,0.210661323,0.049058116,44.88977956
2,87,0.3,0.8,0.119038076,0.031022044,24.4488978
2,88,0.3,0.8,0.259719439,0.058436874,55.91182365
2,89,0.3,0.8,0.145731463,0.030300601,32.06412826
2,90,0.3,0.8,0.168817635,0.036793587,36.67334669
2,91,0.3,0.8,0.116152305,0.028136273,24.4488978
2,92,0.3,0.8,0.119759519,0.029579158,25.0501002
2,93,0.3,0.8,0.147174349,0.038957916,30.06012024
2,94,0.3,0.8,0.21498998,0.063486974,42.08416834
2,95,0.3,0.8,0.111823647,0.029579158,22.84569138
2,96,0.3,0.8,0.128416834,0.03246493,26.65330661
2,97,0.3,0.8,0.131302605,0.034629259,26.85370741
2,98,0.3,0.8,0.129138277,0.034629259,26.25250501
2,99,0.3,0.8,0.115430862,0.023807615,25.4509018
2,100,0.3,0.8,0.121923848,0.024529058,27.05410822
3,1,0.3,0.8,0.258997996,0.048336673,58.51703407
3,2,0.3,0.8,0.276312625,0.048336673,63.32665331
3,3,0.3,0.8,0.194068136,0.038236473,43.28657315
3,4,0.3,0.8,0.144288577,0.024529058,33.26653307
3,5,0.3,0.8,0.311663327,0.051943888,72.14428858
3,6,0.3,0.8,0.135631263,0.029579158,29.45891784
3,7,0.3,0.8,0.146452906,0.033907816,31.26252505
3,8,0.3,0.8,0.224368737,0.04761523,49.09819639
3,9,0.3,0.8,0.21498998,0.036072144,49.6993988
3,10,0.3,0.8,0.17747495,0.038957916,38.47695391
3,11,0.3,0.8,0.13995992,0.025250501,31.86372745
3,12,0.3,0.8,0.183967936,0.031022044,42.48496994
3,13,0.3,0.8,0.163767535,0.025971944,38.27655311
3,14,0.3,0.8,0.199839679,0.036793587,45.29058116
3,15,0.3,0.8,0.228697395,0.040400802,52.30460922
3,16,0.3,0.8,0.180360721,0.043286573,38.0761523
3,17,0.3,0.8,0.266212425,0.048336673,60.52104208
3,18,0.3,0.8,0.226533066,0.046172345,50.1002004
3,19,0.3,0.8,0.162324649,0.029579158,36.87374749
3,20,0.3,0.8,0.169539078,0.038957916,36.27254509
3,21,0.3,0.8,0.183246493,0.030300601,42.48496994
3,22,0.3,0.8,0.155831663,0.023086172,36.87374749
3,23,0.3,0.8,0.144288577,0.025971944,32.86573146
3,24,0.3,0.8,0.186132265,0.03246493,42.68537074
3,25,0.3,0.8,0.264769539,0.050501002,59.51903808
3,26,0.3,0.8,0.136352705,0.020200401,32.26452906
3,27,0.3,0.8,0.212825651,0.03751503,48.69739479
3,28,0.3,0.8,0.100280561,0.054108216,12.8256513
3,29,0.3,0.8,0.264769539,0.050501002,59.51903808
3,30,0.3,0.8,0.194789579,0.030300601,45.69138277
3,31,0.3,0.8,0.129859719,0.025971944,28.85771543
3,32,0.3,0.8,0.199118236,0.048336673,41.88376754
3,33,0.3,0.8,0.240240481,0.051222445,52.50501002
3,34,0.3,0.8,0.183967936,0.041843687,39.47895792
3,35,0.3,0.8,0.24240481,0.046893788,54.30861723
3,36,0.3,0.8,0.143567134,0.023086172,33.46693387
3,37,0.3,0.8,0.14501002,0.025250501,33.26653307
3,38,0.3,0.8,0.181082164,0.028857715,42.28456914
3,39,0.3,0.8,0.108216433,0.054108216,15.03006012
3,40,0.3,0.8,0.224368737,0.040400802,51.10220441
3,41,0.3,0.8,0.168817635,0.038957916,36.07214429
3,42,0.3,0.8,0.105330661,0.054108216,14.22845691
3,43,0.3,0.8,0.150781563,0.025971944,34.66933868
3,44,0.3,0.8,0.137795591,0.020200401,32.66533066
3,45,0.3,0.8,0.153667335,0.025971944,35.47094188
3,46,0.3,0.8,0.261883768,0.050501002,58.71743487
3,47,0.3,0.8,0.166653307,0.039679359,35.27054108
3,48,0.3,0.8,0.178917836,0.036072144,39.67935872
3,49,0.3,0.8,0.168096192,0.038957916,35.87174349
3,50,0.3,0.8,0.236633267,0.040400802,54.50901804
3,51,0.3,0.8,0.278476954,0.041843687,65.73146293
3,52,0.3,0.8,0.078637275,0.054108216,6.813627255
3,53,0.3,0.8,0.229418838,0.049779559,49.8997996
3,54,0.3,0.8,0,0.051222445,-14.22845691
3,55,0.3,0.8,0.139238477,0.02741483,31.06212425
3,56,0.3,0.8,0.143567134,0.02741483,32.26452906
3,57,0.3,0.8,0.178917836,0.038236473,39.07815631
3,58,0.3,0.8,0.166653307,0.040400802,35.07014028
3,59,0.3,0.8,0.311663327,0.051943888,72.14428858
3,60,0.3,0.8,0.215711423,0.053386774,45.09018036
3,61,0.3,0.8,0.13490982,0.019478958,32.06412826
3,62,0.3,0.8,0.200561122,0.045450902,43.08617234
3,63,0.3,0.8,0.15511022,0.029579158,34.86973948
3,64,0.3,0.8,0.253947896,0.046172345,57.71543086
3,65,0.3,0.8,0.160881764,0.02741483,37.0741483
3,66,0.3,0.8,0.217154309,0.051943888,45.89178357
3,67,0.3,0.8,0.189018036,0.030300601,44.08817635
3,68,0.3,0.8,0.168817635,0.038957916,36.07214429
3,69,0.3,0.8,0.258276553,0.049779559,57.91583166
3,70,0.3,0.8,0.15006012,0.029579158,33.46693387
3,71,0.3,0.8,0.321042084,0.054829659,73.94789579
3,72,0.3,0.8,0.227975952,0.036072144,53.30661323
3,73,0.3,0.8,0.15511022,0.036793587,32.86573146
3,74,0.3,0.8,0.152945892,0.025971944,35.27054108
3,75,0.3,0.8,0.293627255,0.049779559,67.73547094
3,76,0.3,0.8,0.183967936,0.041843687,39.47895792
3,77,0.3,0.8,0.03751503,0.054108216,-4.609218437
3,78,0.3,0.8,0.191903808,0.033907816,43.88777555
3,79,0.3,0.8,0.22004008,0.051222445,46.89378758
3,80,0.3,0.8,0.207775551,0.036072144,47.69539078
3,81,0.3,0.8,0.153667335,0.025971944,35.47094188
3,82,0.3,0.8,0.174589178,0.026693387,41.08216433
3,83,0.3,0.8,0.202004008,0.034629259,46.49298597
3,84,0.3,0.8,0.173867735,0.029579158,40.08016032
3,85,0.3,0.8,0.199118236,0.046172345,42.48496994
3,86,0.3,0.8,0.243847695,0.046172345,54.90981964
3,87,0.3,0.8,0.160881764,0.028136273,36.87374749
3,88,0.3,0.8,0.241683367,0.036793587,56.91382766
3,89,0.3,0.8,0.156553106,0.036072144,33.46693387
3,90,0.3,0.8,0.197675351,0.046893788,41.88376754
3,91,0.3,0.8,0.138517034,0.029579158,30.26052104
3,92,0.3,0.8,0.223647295,0.049058116,48.49699399
3,93,0.3,0.8,0.178196393,0.030300601,41.08216433
3,94,0.3,0.8,0.162324649,0.031743487,36.27254509
3,95,0.3,0.8,0.101002004,0.056272545,12.4248497
3,96,0.3,0.8,0.246733467,0.041843687,56.91382766
3,97,0.3,0.8,0.265490982,0.045450902,61.12224449
3,98,0.3,0.8,0.153667335,0.023807615,36.07214429
3,99,0.3,0.8,0.163767535,0.026693387,38.0761523
3,100,0.3,0.8,0.22509018,0.039679359,51.50300601
