"Env","State","Distance"
0,0.95,0.528947368421053
0.000721442885771543,0.94870219259378,0.526530287351557
0.00144288577154309,0.947400195226041,0.52411018002809
0.00216432865731463,0.946093967349798,0.521687017667677
0.00288577154308617,0.944783467761555,0.519260771025831
0.00360721442885772,0.943468654586344,0.516831410386107
0.00432865731462926,0.942149485262325,0.51439890554934
0.0050501002004008,0.940825916524926,0.511963225822573
0.00577154308617234,0.939497904390513,0.509524340007648
0.00649298597194389,0.938165404139564,0.507082216389466
0.00721442885771543,0.936828370299338,0.504636822723877
0.00793587174348697,0.935486756626018,0.50218812622522
0.00865731462925852,0.934140516086297,0.499736093553472
0.00937875751503006,0.932789600838405,0.497280690801005
0.0101002004008016,0.931433962212543,0.494821883478931
0.0108216432865731,0.930073550690698,0.492359636503024
0.0115430861723447,0.928708315885836,0.489893914179197
0.0122645290581162,0.927338206520417,0.487424680188526
0.0129859719438878,0.925963170404234,0.484951897571785
0.0137074148296593,0.92458315441154,0.482475528713497
0.0144288577154309,0.923198104457419,0.479995535325465
0.0151503006012024,0.921807965473403,0.477511878429766
0.0158717434869739,0.920412681382275,0.47502451834119
0.0165931863727455,0.919012195072036,0.472533414649096
0.017314629258517,0.917606448369012,0.470038526198668
0.0180360721442886,0.916195382010044,0.467539811071541
0.0187575150300601,0.914778935613744,0.465037226565771
0.0194789579158317,0.913357047650767,0.462530729175132
0.0202004008016032,0.911929655413057,0.460020274567687
0.0209218436873747,0.910496694982027,0.457505817563636
0.0216432865731463,0.909058101195631,0.454987312112384
0.0223647294589178,0.90761380761427,0.452464711268802
0.0230861723446894,0.906163746485493,0.449937967168658
0.0238076152304609,0.904707848707427,0.447407031003161
0.0245290581162325,0.9032460437909,0.4448718529926
0.025250501002004,0.901778259820172,0.442332382359018
0.0259719438877755,0.90030442341224,0.439788567297905
0.0266933867735471,0.898824459674628,0.437240354948824
0.0274148296593186,0.89733829216161,0.434687691364971
0.0281362725450902,0.89584584282879,0.432130521481581
0.0288577154308617,0.89434703198595,0.429568789083147
0.0295791583166333,0.892841778248113,0.427002436769387
0.0303006012024048,0.891329998484702,0.424431405919909
0.0310220440881764,0.889811607766737,0.421855636657505
0.0317434869739479,0.888286519311951,0.419275067810016
0.0324649298597194,0.886754644427746,0.416689636870681
0.033186372745491,0.88521589245186,0.414099279956927
0.0339078156312625,0.883670170690657,0.411503931767496
0.0346292585170341,0.882117384354899,0.408903525537835
0.0353507014028056,0.880557436492897,0.406297992993671
0.0360721442885771,0.878990227920883,0.403687264302672
0.0367935871743487,0.877415657150491,0.401071268024084
0.0375150300601202,0.875833620313162,0.398449931056278
0.0382364729458918,0.874244011081355,0.395823178582047
0.0389579158316633,0.872646720586354,0.39319093401158
0.0396793587174349,0.871041637332524,0.390553118922966
0.0404008016032064,0.869428647107811,0.387909653000107
0.041122244488978,0.867807632890281,0.385260453967886
0.0418436873747495,0.86617847475049,0.382605437524459
0.042565130260521,0.864541049749449,0.379944517270505
0.0432865731462926,0.862895231831944,0.377277604635264
0.0440080160320641,0.861240891714944,0.374604608799174
0.0447294589178357,0.859577896770826,0.371925436612939
0.0454509018036072,0.857906110905105,0.369239992512799
0.0461723446893788,0.856225394428374,0.366548178431793
0.0468937875751503,0.854535603922086,0.363849893706782
0.0476152304609218,0.852836592097839,0.361145034980975
0.0483366733466934,0.851128207649758,0.358433496101701
0.0490581162324649,0.849410295099562,0.355715168013119
0.0497795591182365,0.847682694633867,0.352989938643585
0.050501002004008,0.845945241933252,0.350257692787318
0.0512224448897796,0.844197767992552,0.347518311980031
0.0519438877755511,0.842440098931852,0.34477167436813
0.0526653306613226,0.840672055797553,0.342017654571083
0.0533867735470942,0.838893454352899,0.3392561235365
0.0541082164328657,0.837104104857245,0.336486948387469
0.0548296593186373,0.835303811833341,0.333709992261618
0.0555511022044088,0.833492373821809,0.330925114141354
0.0562725450901804,0.831669583121958,0.32813216867468
0.0569939879759519,0.82983522551798,0.32533100598594
0.0577154308617234,0.827989079989521,0.3225214714758
0.058436873747495,0.826130918405513,0.319703405609696
0.0591583166332665,0.824260505200075,0.316876643693921
0.0598797595190381,0.822377597029183,0.314041015638482
0.0606012024048096,0.820481942406686,0.311196345705722
0.0613226452905812,0.81857328131815,0.308342452243676
0.0620440881763527,0.816651344810831,0.305479147403004
0.0627655310621242,0.814715854557974,0.302606236836234
0.0634869739478958,0.812766522395424,0.299723519377963
0.0642084168336673,0.810803049828387,0.296830786704512
0.0649298597194389,0.808825127505944,0.293927822971396
0.0656513026052104,0.806832434660709,0.291014404426806
0.066372745490982,0.804824638510766,0.288090298999163
0.0670941883767535,0.802801393620734,0.285155265856544
0.067815631262525,0.800762341218486,0.282209054935631
0.0685370741482966,0.798707108463715,0.279251406437546
0.0692585170340681,0.796635307664133,0.276282050287685
0.0699799599198397,0.794546535434632,0.273300705556364
0.0707014028056112,0.792440371794273,0.270307079836724
0.0714228456913828,0.790316379195377,0.267300868576
0.0721442885771543,0.788174101478387,0.264281754355782
0.0728657314629258,0.786013062745425,0.261249406116445
0.0735871743486974,0.78383276614471,0.258203478320349
0.0743086172344689,0.78163269255703,0.255143610047797
0.0750300601202405,0.77941229917448,0.252069424019018
0.075751503006012,0.777171017960444,0.248980525534642
0.0764729458917836,0.774908253978478,0.2458765013262
0.0771943887775551,0.772623383576192,0.242756918307115
0.0779158316633266,0.770315752408458,0.239621322213467
0.0786372745490982,0.767984673282216,0.236469236122374
0.0793587174348697,0.76562942380281,0.233300158834249
0.0800801603206413,0.763249243799046,0.230113563103322
0.0808016032064128,0.760843332501026,0.226908893698644
0.0815230460921844,0.758410845441088,0.223685565275292
0.0822444889779559,0.755950891043949,0.22044296003254
0.0829659318637274,0.753462526867069,0.217180425132342
0.083687374749499,0.750944755446384,0.21389726984741
0.0844088176352705,0.748396519695568,0.210592762403456
0.0851302605210421,0.745816697798764,0.207266126474477
0.0858517034068136,0.743204097526909,0.20391653728332
0.0865731462925852,0.740557449896138,0.200543117251762
0.0872945891783567,0.737875402072705,0.197144931134778
0.0880160320641283,0.735156509412078,0.19372098056219
0.0887374749498998,0.732399226499478,0.190270197896963
0.0894589178356713,0.7296018970344,0.186791439302543
0.0901803607214429,0.726762742371454,0.183283476890997
0.0909018036072144,0.723879848492783,0.179744989798389
0.091623246492986,0.720951151141434,0.176174554002552
0.0923446893787575,0.717974418788182,0.172570630659523
0.093066132264529,0.714947233032972,0.168931552686319
0.0937875751503006,0.711866965952457,0.165255509256441
0.0945090180360721,0.70873075379115,0.161540527796814
0.0952304609218437,0.705535466248047,0.157784452975485
0.0959519038076152,0.702277670422645,0.153984922041204
