"X","Y","Type","Class"
28.9583333333333,-19.7916666666667,1,"1"
-42.5416666666667,-19.7083333333333,1,"2"
-41.875,-19.7083333333333,1,"2"
123.875,-19.7083333333333,1,"1"
125.625,-19.625,1,"1"
-54.375,-19.5416666666667,1,"2"
25.7083333333333,-19.5416666666667,1,"1"
29.4583333333333,-19.5416666666667,1,"1"
34.4583333333333,-19.5416666666667,1,"1"
124.375,-19.5416666666667,1,"1"
124.625,-19.5416666666667,1,"1"
-49.375,-19.4583333333333,1,"2"
-48.875,-19.4583333333333,1,"2"
-46.4583333333333,-19.4583333333333,1,"2"
34.875,-19.4583333333333,1,"1"
143.791666666667,-19.4583333333333,1,"1"
126.958333333333,-19.375,1,"1"
144.375,-19.375,1,"1"
-49.2083333333333,-19.2916666666667,1,"2"
-48.7916666666667,-19.2916666666667,1,"2"
-46.7916666666667,-19.2916666666667,1,"2"
27.5416666666667,-19.2916666666667,1,"1"
28.5416666666667,-19.2916666666667,1,"1"
-65.2083333333333,-19.2083333333333,1,"2"
-48.875,-19.2083333333333,1,"2"
-47.7083333333333,-19.2083333333333,1,"2"
-43.4583333333333,-19.2083333333333,1,"2"
-43.2916666666667,-19.2083333333333,1,"2"
-66.7916666666667,-19.125,1,"1"
-47.125,-19.125,1,"2"
27.2916666666667,-19.125,1,"1"
33.7083333333333,-19.125,1,"1"
47.375,-19.125,1,"1"
48.5416666666667,-19.125,1,"2"
140.208333333333,-19.125,1,"1"
144.291666666667,-19.125,1,"1"
24.9583333333333,-19.0416666666667,1,"2"
27.0416666666667,-19.0416666666667,1,"1"
27.875,-19.0416666666667,1,"1"
30.0416666666667,-19.0416666666667,1,"1"
32.5416666666667,-19.0416666666667,1,"1"
-49.5416666666667,-18.9583333333333,1,"2"
-43.125,-18.9583333333333,1,"2"
25.7083333333333,-18.9583333333333,1,"2"
46.125,-18.9583333333333,1,"1"
-46.9583333333333,-18.875,1,"2"
20.625,-18.875,1,"1"
27.875,-18.875,1,"1"
46.0416666666667,-18.875,1,"1"
126.458333333333,-18.875,1,"1"
-45.125,-18.7916666666667,1,"2"
126.208333333333,-18.7916666666667,1,"1"
-65.2083333333333,-18.7083333333333,1,"2"
-46.875,-18.7083333333333,1,"2"
-42.875,-18.7083333333333,1,"2"
28.125,-18.7083333333333,1,"1"
129.958333333333,-18.7083333333333,1,"1"
143.625,-18.7083333333333,1,"1"
36.0416666666667,-18.625,1,"1"
46.625,-18.625,1,"1"
46.875,-18.625,1,"1"
47.0416666666667,-18.625,1,"1"
-58.5416666666667,-18.5416666666667,1,"1"
21.4583333333333,-18.5416666666667,1,"1"
47.5416666666667,-18.5416666666667,1,"1"
142.041666666667,-18.5416666666667,1,"1"
145.291666666667,-18.5416666666667,1,"1"
145.375,-18.5416666666667,1,"1"
-60.9583333333333,-18.4583333333333,1,"1"
-43.375,-18.4583333333333,1,"2"
-42.375,-18.4583333333333,1,"2"
126.125,-18.4583333333333,1,"1"
-42.375,-18.375,1,"2"
29.0416666666667,-18.375,1,"1"
132.041666666667,-18.375,1,"1"
-42.7083333333333,-18.2916666666667,1,"2"
34.625,-18.2916666666667,1,"1"
-44.375,-18.2083333333333,1,"2"
-42.625,-18.2083333333333,1,"2"
29.7916666666667,-18.2083333333333,1,"1"
45.7083333333333,-18.2083333333333,1,"1"
30.625,-18.125,1,"2"
-55.2083333333333,-17.9583333333333,1,"2"
16.875,-17.9583333333333,1,"1"
16.9583333333333,-17.9583333333333,1,"1"
144.541666666667,-17.9583333333333,1,"1"
-61.0416666666667,-17.875,1,"1"
-55.2916666666667,-17.875,1,"2"
-55.125,-17.875,1,"2"
-61.0416666666667,-17.7916666666667,1,"1"
-41.0416666666667,-17.7916666666667,1,"1"
143.291666666667,-17.7916666666667,1,"1"
-44.375,-17.7083333333333,1,"2"
-43.4583333333333,-17.7083333333333,1,"2"
36.5416666666667,-17.7083333333333,1,"1"
48.375,-17.7083333333333,1,"2"
136.375,-17.7083333333333,1,"1"
-44.2916666666667,-17.5416666666667,1,"2"
17.2083333333333,-17.5416666666667,1,"1"
31.375,-17.5416666666667,1,"2"
142.958333333333,-17.5416666666667,1,"1"
33.2916666666667,-17.4583333333333,1,"1"
135.458333333333,-17.4583333333333,1,"1"
-60.0416666666667,-17.375,1,"1"
19.2083333333333,-17.375,1,"1"
44.7916666666667,-17.375,1,"1"
-58.7083333333333,-17.2916666666667,1,"1"
18.9583333333333,-17.2916666666667,1,"1"
134.791666666667,-17.2916666666667,1,"1"
-55.2916666666667,-17.2083333333333,1,"2"
-69.375,-17.125,1,"2"
-40.7916666666667,-17.125,1,"1"
18.7083333333333,-17.125,1,"1"
19.375,-17.125,1,"1"
25.625,-17.125,1,"1"
37.7916666666667,-17.125,1,"1"
144.791666666667,-17.125,1,"2"
-59.5416666666667,-17.0416666666667,1,"1"
-40.4583333333333,-17.0416666666667,1,"1"
145.291666666667,-17.0416666666667,1,"2"
145.375,-17.0416666666667,1,"2"
-40.5416666666667,-16.9583333333333,1,"1"
17.2916666666667,-16.9583333333333,1,"1"
34.5416666666667,-16.9583333333333,1,"1"
144.875,-16.9583333333333,1,"2"
-54.2083333333333,-16.875,1,"2"
16.7083333333333,-16.875,1,"1"
17.2083333333333,-16.875,1,"1"
19.125,-16.875,1,"1"
26.9583333333333,-16.875,1,"1"
-47.125,-16.7916666666667,1,"2"
-46.4583333333333,-16.7916666666667,1,"2"
25.2916666666667,-16.7916666666667,1,"1"
35.125,-16.7916666666667,1,"1"
138.125,-16.7916666666667,1,"2"
145.375,-16.7916666666667,1,"2"
31.375,-16.7083333333333,1,"1"
33.7083333333333,-16.7083333333333,1,"1"
34.0416666666667,-16.7083333333333,1,"1"
34.4583333333333,-16.7083333333333,1,"1"
34.5416666666667,-16.7083333333333,1,"1"
47.125,-16.7083333333333,1,"1"
135.541666666667,-16.7083333333333,1,"1"
135.625,-16.7083333333333,1,"1"
