"Year","Month","DiversityCoeff"
1984,1,0.0378378334287201
1984,2,0.0394342010494646
1984,3,0.0508359492592553
1984,4,0.046076244660193
1984,5,0.0572723841574323
1984,6,0.0604068302400922
1984,7,0.0869614424335361
1984,8,0.0845496502589202
1984,9,0.0785774977005449
1984,10,0.064624698400735
1984,11,0.0695181334702958
1984,12,0.0710935661617313
1985,1,0.0783352301648032
1985,2,0.0545405593956399
1985,3,0.0657172202449612
1985,4,0.0608380725379399
1985,5,0.0915849227681768
1985,6,0.0821315088147937
1985,7,0.110544318698882
1985,8,0.138267390581056
1985,9,0.14287359988826
1985,10,0.15277744672208
1985,11,0.144106990055512
1985,12,0.165795844659571
1986,1,0.207458648146703
1986,2,0.211946774298031
1986,3,0.235107369912094
1986,4,0.242709104067869
1986,5,0.229533766780738
1986,6,0.227061935049612
1986,7,0.2409781460701
1986,8,0.238121533850409
1986,9,0.225379956762063
1986,10,0.191533727772537
1986,11,0.179904803791433
1986,12,0.176189656872766
1987,1,0.176004479192749
1987,2,0.126861076525735
1987,3,0.108861603388003
1987,4,0.0928087318867779
1987,5,0.0954863763854485
1987,6,0.0792540947903819
1987,7,0.0758301524824612
1987,8,0.0909343708400248
1987,9,0.0715163276933326
1987,10,0.062611359246753
1987,11,0.0532049234240302
1987,12,0.0440893082155177
1988,1,0.0132885215751461
1988,2,0.0556958023762137
1988,3,0.074545687892554
1988,4,0.0720787996268771
1988,5,0.0792509053751125
1988,6,0.094543421699567
1988,7,0.0869537827318542
1988,8,0.0653980581968971
1988,9,0.094094078504949
1988,10,0.0942675552626139
1988,11,0.0839696101857571
1988,12,0.102686638829448
1989,1,0.0943425032082486
1989,2,0.109222559781271
1989,3,0.093258565734978
1989,4,0.0933119164296081
1989,5,0.103775459412622
1989,6,0.100030456941734
1989,7,0.111386314991776
1989,8,0.123613247522635
1989,9,0.114320450580339
1989,10,0.121836369492514
1989,11,0.106228248684949
1989,12,0.0948669792074529
1990,1,0.193209756066242
1990,2,0.146774658712963
1990,3,0.0795935651974337
1990,4,0.0825125973495832
1990,5,0.0807477209425658
1990,6,0.0866897605495738
1990,7,0.0868999876551973
1990,8,0.0881846427302506
1990,9,0.0619423291891858
1990,10,0.0745627992078758
1990,11,0.0756906347775984
1990,12,0.0813917640002461
1991,1,0.105663891615616
1991,2,0.125709751833141
1991,3,0.111475107284899
1991,4,0.124901332357742
1991,5,0.111230962143039
1991,6,0.0970292100533058
1991,7,0.101496043017079
1991,8,0.0706067222368778
1991,9,0.0703344285591024
1991,10,0.0657749824821594
1991,11,0.0832898541921415
1991,12,0.0685361621749097
1992,1,0.0820741495809403
1992,2,0.0681348041760659
1992,3,0.0808823353708713
1992,4,0.0708039949780925
1992,5,0.0860608645247148
1992,6,0.0688448961114018
1992,7,0.0626423683851019
1992,8,0.072743056493915
1992,9,0.0616611501284813
1992,10,0.0717199823012609
1992,11,0.0798141174443074
1992,12,0.0706806127703301
1993,1,0.108434055890573
1993,2,0.206859990774218
1993,3,0.121804497997549
1993,4,0.0786620741189449
1993,5,0.0991896574642062
1993,6,0.116072540452924
1993,7,0.132703315335142
1993,8,0.130491275014687
1993,9,0.128343778157652
1993,10,0.108756755778026
1993,11,0.0768463664556524
1993,12,0.0796514015759488
1994,1,0.0886764126080778
1994,2,0.0911760773018023
1994,3,0.107202748454259
1994,4,0.086995044090382
1994,5,0.0822310931685
1994,6,0.0908412506616204
1994,7,0.108277470901083
1994,8,0.0856226621266056
1994,9,0.10485032032792
1994,10,0.110381819786439
1994,11,0.1185999645597
1994,12,0.122365590208285
1995,1,0.131979180419829
1995,2,0.124045544375653
1995,3,0.12500476186559
1995,4,0.12601385360888
1995,5,0.117063628678332
1995,6,0.120161407315658
1995,7,0.129954806354245
1995,8,0.0996740138430617
1995,9,0.0886301361675402
1995,10,0.0631576709288355
1995,11,0.0802072702779501
1995,12,0.0806951968267259
1996,1,0.0794983087045673
1996,2,0.0691131034959976
1996,3,0.0783523494791926
1996,4,0.0821216428362357
1996,5,0.069827619881593
1996,6,0.0687087314995815
1996,7,0.0565165286650294
1996,8,0.0972475866039101
1996,9,0.105128934832553
1996,10,0.0984348098982128
1996,11,0.0876264974034134
1996,12,0.114970533527969
1997,1,0.123623267118197
1997,2,0.142108744946632
1997,3,0.105797635179367
1997,4,0.116226143653697
1997,5,0.123859904230978
1997,6,0.134251343887743
1997,7,0.117474273586368
1997,8,0.100133055420964
1997,9,0.104314615702669
1997,10,0.0858093004156126
1997,11,0.0966770245352454
1997,12,0.100695083395129
1998,1,0.106425950145941
1998,2,0.100698383547385
1998,3,0.123545514551196
1998,4,0.131243478861089
1998,5,0.130129193098426
1998,6,0.12024703816734
1998,7,0.0889787269833291
1998,8,0.098779048000186
1998,9,0.0943761107449013
1998,10,0.0962313542757127
1998,11,0.0731900563686401
1998,12,0.100453107170828
1999,1,0.112308646043552
1999,2,0.102448125175899
1999,3,0.0999973773555313
1999,4,0.0838936415475952
1999,5,0.0794042124215394
1999,6,0.0789479993676754
1999,7,0.0874479542852419
1999,8,0.114769491651598
1999,9,0.136445564201653
1999,10,0.147199328005572
1999,11,0.159408876308308
1999,12,0.158622202062453
2000,1,0.235410000285483
2000,2,0.153008420993182
2000,3,0.172653439665954
2000,4,0.173013562481968
2000,5,0.167714849416249
2000,6,0.164186557387962
2000,7,0.166491604555965
2000,8,0.171686164479193
2000,9,0.158871702232177
2000,10,0.152592632479167
2000,11,0.140729973656784
2000,12,0.1236234257912
2001,1,0.129319704043164
2001,2,0.126063932597009
2001,3,0.0950405273697516
2001,4,0.0849929843238176
2001,5,0.0775301828329049
2001,6,0.0749295477933304
2001,7,0.0719527665745372
2001,8,0.106084797363578
2001,9,0.132585189772924
2001,10,0.115519270131417
2001,11,0.110719108493229
2001,12,0.100462939816562
2002,1,0.114823778925985
2002,2,0.0971956724837399
2002,3,0.0764959387317547
2002,4,0.0819846306457406
2002,5,0.0538329252540716
2002,6,0.0549626449571853
2002,7,0.0416670436404095
2002,8,0.0489507327079496
2002,9,0.0548423944454894
2002,10,0.0608880193440802
2002,11,0.04488874179275
2002,12,0.0468301396932812
2003,1,0.0649054137368869
2003,2,0.13090198904256
2003,3,0.155131983300499
2003,4,0.148896183233715
2003,5,0.115851012094651
2003,6,0.0985832693303983
2003,7,0.100811431559556
2003,8,0.0911389523106094
2003,9,0.0890224409011307
2003,10,0.0909535963650025
2003,11,0.0806237885996474
2003,12,0.0748867270556822
2004,1,0.08075703268676
2004,2,0.0795754710350167
2004,3,0.0861683007784733
2004,4,0.0879742677144639
2004,5,0.114944656507717
2004,6,0.112844354338452
2004,7,0.0992151097611187
2004,8,0.0831359193989334
2004,9,0.0794360368414823
2004,10,0.094206519806449
2004,11,0.0925704248413194
2004,12,0.0852679176955193
2005,1,0.0645013512565315
2005,2,0.0653486606838927
